City,Company,Summary,Title,Salary
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
New York,Health Research Incorporated,"And reporting data collected to the Centers for Disease Control and Prevention (CDC). Under the supervision of a Research Scientist IV, the incumbent will be...",Research Scientist II,66244
New York,DEPT OF HEALTH/MENTAL HYGIENE,#NAME?,"Junior Research Analyst, Family and Child Health Administrat...",64055.5
